id_compra,data,estado,cidade,vendedor,produto,sku,cor,quantidade,valor_total,lucro_total,forma_pagamento,cliente_nome,cpf,idade,comportamento
2980,2026-03-12 05:46:04.194423,RS,Porto Alegre,Patrícia,Tenis Zallur Casual A1,A0-CIN,Cinza,1,150,64,Cartão de Crédito,Carlos Costa,892.528.180-37,44,conservador
969,2026-03-12 06:46:04.167423,PR,Curitiba,Juliana,Tenis Zallur Air A14,A13-BRA,Branco,1,270,97,Boleto,Pedro Souza,847.817.102-27,41,conservador
1608,2026-03-12 06:46:04.176421,RS,Porto Alegre,Lucas,Tenis Zallur Running A3,A2-AZU,Azul,2,500,232,Boleto,Mariana Santos,618.291.595-54,38,equilibrado
1870,2026-03-12 06:46:04.180413,MG,Belo Horizonte,Mariana,Tenis Zallur Air A14,A13-AZU,Azul,1,270,135,Cartão de Crédito,Carlos Costa,369.220.293-24,47,conservador
2817,2026-03-12 06:46:04.192414,MG,Belo Horizonte,Mariana,Tenis Zallur Classic A5,A4-PRE,Preto,3,660,213,Pix,Mariana Costa,806.843.924-14,23,impulsivo
774,2026-03-12 07:46:04.165422,RS,Porto Alegre,Lucas,Tenis Zallur Comfort A6,A5-PRE,Preto,2,340,156,Boleto,Ana Costa,604.334.300-52,25,equilibrado
706,2026-03-12 07:46:04.165422,BA,Salvador,Camila,Tenis Zallur Max A12,A11-PRE,Preto,1,320,117,Pix,Ana Silva,643.813.346-81,45,conservador
2109,2026-03-12 07:46:04.183417,MG,Belo Horizonte,João,Tenis Zallur Esportivo A2,A1-AZU,Azul,2,400,154,Boleto,Julia Silva,651.925.678-46,27,equilibrado
394,2026-03-12 08:46:04.160422,PE,Recife,Diego,Tenis Zallur Lifestyle A8,A7-PRE,Preto,1,190,62,Pix,Lucas Costa,336.991.792-89,55,conservador
1375,2026-03-12 08:46:04.171411,SP,São Paulo,Amanda,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Cartão de Crédito,Lucas Souza,908.918.584-35,28,equilibrado
2642,2026-03-12 08:46:04.189408,SP,São Paulo,Amanda,Tenis Zallur Lifestyle A8,A7-VER,Vermelho,1,190,78,Pix,Fernanda Costa,862.175.414-25,58,conservador
220,2026-03-12 09:46:04.156420,PE,Recife,Larissa,Tenis Zallur Classic A5,A4-AZU,Azul,1,220,104,Boleto,Mariana Silva,422.835.281-19,61,conservador
956,2026-03-12 09:46:04.167423,SP,São Paulo,Thales,Tenis Zallur Comfort A6,A5-AZU,Azul,2,340,156,Cartão de Crédito,Carlos Souza,396.739.364-63,22,impulsivo
1122,2026-03-12 09:46:04.169418,SP,São Paulo,Thales,Tenis Zallur Lifestyle A8,A7-CIN,Cinza,1,190,91,Pix,Ana Souza,121.471.275-91,32,equilibrado
1869,2026-03-12 09:46:04.180413,PE,Recife,Diego,Tenis Zallur Elite A11,A10-AZU,Azul,1,350,154,Pix,Mariana Santos,812.134.690-50,27,equilibrado
2222,2026-03-12 09:46:04.184422,MG,Belo Horizonte,Mariana,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Cartão de Crédito,Carlos Souza,401.722.249-77,57,conservador
2850,2026-03-12 09:46:04.193428,BA,Salvador,Camila,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Cartão de Crédito,Pedro Silva,403.492.738-75,41,conservador
198,2026-03-12 10:46:04.155423,RJ,Rio de Janeiro,Carlos,Tenis Zallur Air A14,A13-CIN,Cinza,2,540,242,Pix,Pedro Silva,657.735.519-47,19,impulsivo
1157,2026-03-12 10:46:04.169418,PR,Curitiba,Bruno,Tenis Zallur Elite A11,A10-VER,Vermelho,1,350,109,Boleto,João Costa,822.743.318-59,42,conservador
1318,2026-03-12 10:46:04.171411,MG,Belo Horizonte,João,Tenis Zallur Comfort A6,A5-AZU,Azul,2,340,156,Pix,João Santos,171.296.489-68,34,equilibrado
1691,2026-03-12 10:46:04.177426,PR,Curitiba,Bruno,Tenis Zallur Lifestyle A8,A7-AZU,Azul,1,190,80,Cartão de Crédito,Mariana Souza,718.449.147-60,21,impulsivo
1920,2026-03-12 11:46:04.180413,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Esportivo A2,A1-BRA,Branco,1,200,66,Boleto,Julia Pereira,559.146.425-61,61,conservador
2656,2026-03-12 11:46:04.189408,PR,Curitiba,Juliana,Tenis Zallur Casual A1,A0-PRE,Preto,1,150,66,Cartão de Crédito,Lucas Costa,224.363.142-87,36,equilibrado
639,2026-03-12 12:46:04.163421,PR,Curitiba,Bruno,Tenis Zallur Classic A5,A4-AZU,Azul,2,440,208,Cartão de Crédito,Ana Oliveira,695.100.745-62,38,equilibrado
1736,2026-03-12 12:46:04.178412,SP,São Paulo,Thales,Tenis Zallur Performance A7,A6-CIN,Cinza,1,300,99,Cartão de Crédito,João Souza,227.198.958-47,56,conservador
2762,2026-03-12 12:46:04.191416,PR,Curitiba,Juliana,Tenis Zallur Performance A7,A6-PRE,Preto,1,300,120,Pix,Mariana Santos,140.688.995-80,48,conservador
1887,2026-03-12 13:46:04.180413,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Flex A9,A8-VER,Vermelho,1,210,71,Boleto,João Silva,907.418.695-54,55,conservador
2784,2026-03-12 13:46:04.192414,BA,Salvador,Rafael,Tenis Zallur Performance A7,A6-VER,Vermelho,1,300,95,Boleto,Lucas Silva,326.910.681-63,49,conservador
2920,2026-03-12 13:46:04.194423,PE,Recife,Larissa,Tenis Zallur Running A3,A2-PRE,Preto,1,250,80,Pix,Ana Santos,803.659.550-97,37,equilibrado
791,2026-03-12 14:46:04.165422,RS,Porto Alegre,Patrícia,Tenis Zallur Air A14,A13-PRE,Preto,1,270,86,Pix,Julia Costa,368.711.776-31,59,conservador
873,2026-03-12 14:46:04.166420,PR,Curitiba,Bruno,Tenis Zallur Air A14,A13-AZU,Azul,3,810,405,Boleto,Julia Silva,472.617.141-65,22,impulsivo
1959,2026-03-12 14:46:04.181412,MG,Belo Horizonte,Mariana,Tenis Zallur Lifestyle A8,A7-BRA,Branco,2,380,120,Boleto,João Pereira,313.778.218-75,33,equilibrado
2096,2026-03-12 14:46:04.183417,MG,Belo Horizonte,João,Tenis Zallur Zoom A15,A14-PRE,Preto,1,230,80,Boleto,Lucas Costa,828.295.157-80,63,conservador
838,2026-03-12 15:46:04.166420,SP,São Paulo,Thales,Tenis Zallur Zoom A15,A14-PRE,Preto,1,230,80,Boleto,Pedro Pereira,686.288.224-10,56,conservador
1484,2026-03-12 15:46:04.173425,PR,Curitiba,Bruno,Tenis Zallur Elite A11,A10-PRE,Preto,1,350,107,Pix,Pedro Oliveira,380.550.646-99,23,impulsivo
2456,2026-03-12 15:46:04.187423,SP,São Paulo,Amanda,Tenis Zallur Street A4,A3-CIN,Cinza,1,180,70,Pix,Pedro Costa,949.548.483-53,37,equilibrado
435,2026-03-12 16:46:04.160422,MG,Belo Horizonte,João,Tenis Zallur Ultra A13,A12-AZU,Azul,1,400,176,Cartão de Crédito,Julia Costa,782.498.477-90,25,equilibrado
495,2026-03-12 16:46:04.161419,RS,Porto Alegre,Patrícia,Tenis Zallur Lifestyle A8,A7-PRE,Preto,1,190,62,Boleto,Ana Santos,460.305.995-60,36,equilibrado
730,2026-03-12 16:46:04.165422,PR,Curitiba,Juliana,Tenis Zallur Esportivo A2,A1-PRE,Preto,1,200,90,Cartão de Crédito,Mariana Santos,964.967.640-81,43,conservador
1523,2026-03-12 16:46:04.174413,MG,Belo Horizonte,João,Tenis Zallur Lifestyle A8,A7-CIN,Cinza,1,190,91,Cartão de Crédito,Fernanda Costa,835.629.787-18,63,conservador
1563,2026-03-12 16:46:04.175408,RS,Porto Alegre,Patrícia,Tenis Zallur Elite A11,A10-AZU,Azul,1,350,154,Pix,Fernanda Oliveira,433.536.917-17,24,impulsivo
2038,2026-03-12 16:46:04.182411,PR,Curitiba,Juliana,Tenis Zallur Comfort A6,A5-BRA,Branco,1,170,53,Cartão de Crédito,Pedro Costa,387.173.840-16,31,equilibrado
2207,2026-03-12 16:46:04.184422,PE,Recife,Larissa,Tenis Zallur Pro A10,A9-BRA,Branco,2,560,200,Pix,Fernanda Silva,707.204.783-50,35,equilibrado
2178,2026-03-12 16:46:04.184422,RS,Porto Alegre,Lucas,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Cartão de Crédito,Pedro Santos,289.456.841-66,53,conservador
27,2026-03-12 17:46:04.153423,RJ,Rio de Janeiro,Carlos,Tenis Zallur Flex A9,A8-PRE,Preto,1,210,78,Pix,Carlos Oliveira,272.243.341-86,65,conservador
321,2026-03-12 17:46:04.159418,PE,Recife,Larissa,Tenis Zallur Elite A11,A10-PRE,Preto,1,350,107,Boleto,Ana Souza,270.200.942-29,65,conservador
1876,2026-03-12 17:46:04.180413,BA,Salvador,Rafael,Tenis Zallur Casual A1,A0-VER,Vermelho,1,150,75,Cartão de Crédito,Fernanda Pereira,843.918.834-17,46,conservador
2367,2026-03-12 17:46:04.186423,BA,Salvador,Rafael,Tenis Zallur Esportivo A2,A1-VER,Vermelho,1,200,66,Cartão de Crédito,Fernanda Pereira,427.157.105-10,65,conservador
243,2026-03-12 18:46:04.156420,SP,São Paulo,Thales,Tenis Zallur Casual A1,A0-CIN,Cinza,1,150,64,Pix,Pedro Oliveira,726.270.767-41,28,equilibrado
747,2026-03-12 18:46:04.165422,PE,Recife,Larissa,Tenis Zallur Flex A9,A8-CIN,Cinza,2,420,138,Cartão de Crédito,João Santos,818.463.418-76,21,impulsivo
1468,2026-03-12 18:46:04.172408,RS,Porto Alegre,Patrícia,Tenis Zallur Zoom A15,A14-AZU,Azul,2,460,146,Pix,Carlos Oliveira,646.361.316-27,27,equilibrado
1710,2026-03-12 18:46:04.177426,SP,São Paulo,Amanda,Tenis Zallur Elite A11,A10-BRA,Branco,2,700,286,Pix,Ana Santos,563.898.172-23,36,equilibrado
434,2026-03-12 19:46:04.160422,PR,Curitiba,Juliana,Tenis Zallur Running A3,A2-BRA,Branco,2,500,160,Cartão de Crédito,Carlos Costa,683.410.850-12,22,impulsivo
1430,2026-03-12 19:46:04.172408,PE,Recife,Diego,Tenis Zallur Zoom A15,A14-CIN,Cinza,1,230,77,Pix,Mariana Pereira,111.517.562-84,58,conservador
2030,2026-03-12 19:46:04.182411,RJ,Rio de Janeiro,Carlos,Tenis Zallur Street A4,A3-PRE,Preto,1,180,81,Cartão de Crédito,Julia Santos,917.740.764-91,60,conservador
1074,2026-03-12 20:46:04.168419,RS,Porto Alegre,Lucas,Tenis Zallur Max A12,A11-BRA,Branco,1,320,119,Boleto,João Pereira,168.366.797-55,58,conservador
2091,2026-03-12 20:46:04.182411,BA,Salvador,Rafael,Tenis Zallur Pro A10,A9-PRE,Preto,1,280,107,Pix,Mariana Souza,266.882.172-10,40,conservador
752,2026-03-12 21:46:04.165422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Max A12,A11-VER,Vermelho,1,320,114,Pix,Mariana Oliveira,657.839.324-96,22,impulsivo
1619,2026-03-12 21:46:04.176421,BA,Salvador,Camila,Tenis Zallur Ultra A13,A12-BRA,Branco,1,400,151,Boleto,Carlos Costa,114.956.925-34,49,conservador
2512,2026-03-12 21:46:04.187423,MG,Belo Horizonte,João,Tenis Zallur Ultra A13,A12-CIN,Cinza,1,400,160,Cartão de Crédito,Carlos Oliveira,669.206.553-98,52,conservador
2540,2026-03-12 21:46:04.188423,RS,Porto Alegre,Patrícia,Tenis Zallur Performance A7,A6-AZU,Azul,2,600,244,Pix,Mariana Pereira,467.839.444-32,25,equilibrado
2739,2026-03-12 21:46:04.191416,RS,Porto Alegre,Lucas,Tenis Zallur Comfort A6,A5-BRA,Branco,1,170,53,Boleto,Ana Silva,119.830.433-19,64,conservador
1078,2026-03-12 22:46:04.168419,MG,Belo Horizonte,Mariana,Tenis Zallur Elite A11,A10-CIN,Cinza,1,350,159,Cartão de Crédito,Mariana Santos,931.649.626-28,19,impulsivo
2530,2026-03-12 22:46:04.188423,PE,Recife,Larissa,Tenis Zallur Performance A7,A6-BRA,Branco,1,300,115,Pix,Mariana Santos,159.847.207-67,51,conservador
2880,2026-03-12 22:46:04.193428,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Esportivo A2,A1-BRA,Branco,1,200,66,Pix,Fernanda Silva,190.914.825-78,41,conservador
503,2026-03-12 23:46:04.161419,PR,Curitiba,Bruno,Tenis Zallur Ultra A13,A12-VER,Vermelho,1,400,176,Cartão de Crédito,Carlos Silva,934.711.635-81,62,conservador
2535,2026-03-12 23:46:04.188423,PE,Recife,Diego,Tenis Zallur Air A14,A13-CIN,Cinza,1,270,121,Pix,Carlos Costa,551.246.252-98,29,equilibrado
989,2026-03-13 00:46:04.167423,MG,Belo Horizonte,Mariana,Tenis Zallur Elite A11,A10-BRA,Branco,1,350,143,Boleto,Julia Pereira,707.573.703-35,63,conservador
2414,2026-03-13 00:46:04.186423,RS,Porto Alegre,Patrícia,Tenis Zallur Casual A1,A0-PRE,Preto,1,150,66,Cartão de Crédito,João Silva,864.492.786-60,42,conservador
2491,2026-03-13 00:46:04.187423,SP,São Paulo,Amanda,Tenis Zallur Esportivo A2,A1-BRA,Branco,1,200,66,Boleto,Fernanda Silva,241.520.738-62,46,conservador
2549,2026-03-13 00:46:04.188423,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Performance A7,A6-VER,Vermelho,1,300,95,Pix,Carlos Pereira,773.500.830-66,53,conservador
780,2026-03-13 01:46:04.165422,RS,Porto Alegre,Lucas,Tenis Zallur Ultra A13,A12-BRA,Branco,1,400,151,Pix,Lucas Santos,854.945.580-68,65,conservador
1108,2026-03-13 01:46:04.169418,RS,Porto Alegre,Lucas,Tenis Zallur Casual A1,A0-VER,Vermelho,1,150,75,Cartão de Crédito,Julia Costa,599.974.511-25,44,conservador
2080,2026-03-13 01:46:04.182411,PR,Curitiba,Juliana,Tenis Zallur Lifestyle A8,A7-CIN,Cinza,1,190,91,Boleto,Pedro Souza,487.377.964-23,21,impulsivo
2198,2026-03-13 01:46:04.184422,PR,Curitiba,Bruno,Tenis Zallur Comfort A6,A5-BRA,Branco,1,170,53,Boleto,Mariana Silva,441.949.790-54,41,conservador
39,2026-03-13 02:46:04.153423,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Street A4,A3-VER,Vermelho,1,180,56,Pix,Mariana Pereira,828.774.733-18,26,equilibrado
830,2026-03-13 02:46:04.166420,PE,Recife,Diego,Tenis Zallur Performance A7,A6-VER,Vermelho,2,600,190,Cartão de Crédito,Julia Pereira,420.173.675-85,26,equilibrado
1369,2026-03-13 02:46:04.171411,MG,Belo Horizonte,João,Tenis Zallur Air A14,A13-CIN,Cinza,1,270,121,Cartão de Crédito,Mariana Souza,572.300.369-51,43,conservador
1844,2026-03-13 02:46:04.179412,RS,Porto Alegre,Lucas,Tenis Zallur Elite A11,A10-BRA,Branco,3,1050,429,Pix,Lucas Pereira,500.414.598-27,19,impulsivo
1804,2026-03-13 02:46:04.179412,PE,Recife,Larissa,Tenis Zallur Esportivo A2,A1-PRE,Preto,1,200,90,Pix,Pedro Pereira,126.922.159-59,32,equilibrado
1946,2026-03-13 02:46:04.181412,PR,Curitiba,Bruno,Tenis Zallur Comfort A6,A5-AZU,Azul,1,170,78,Pix,João Souza,539.595.609-93,34,equilibrado
55,2026-03-13 03:46:04.154422,RS,Porto Alegre,Patrícia,Tenis Zallur Performance A7,A6-VER,Vermelho,1,300,95,Boleto,Carlos Oliveira,593.916.897-31,47,conservador
233,2026-03-13 03:46:04.156420,RS,Porto Alegre,Lucas,Tenis Zallur Casual A1,A0-VER,Vermelho,1,150,75,Boleto,Julia Silva,251.239.222-63,57,conservador
518,2026-03-13 03:46:04.162422,RS,Porto Alegre,Lucas,Tenis Zallur Lifestyle A8,A7-VER,Vermelho,1,190,78,Boleto,Carlos Souza,630.961.797-56,30,equilibrado
783,2026-03-13 03:46:04.165422,RS,Porto Alegre,Patrícia,Tenis Zallur Performance A7,A6-PRE,Preto,1,300,120,Boleto,Julia Costa,835.378.624-61,47,conservador
847,2026-03-13 03:46:04.166420,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Esportivo A2,A1-VER,Vermelho,1,200,66,Cartão de Crédito,Mariana Oliveira,902.557.743-82,31,equilibrado
1775,2026-03-13 03:46:04.178412,BA,Salvador,Camila,Tenis Zallur Flex A9,A8-PRE,Preto,2,420,156,Pix,Mariana Silva,349.102.889-77,25,equilibrado
1842,2026-03-13 03:46:04.179412,SP,São Paulo,Amanda,Tenis Zallur Casual A1,A0-AZU,Azul,1,150,70,Cartão de Crédito,João Souza,616.288.375-78,54,conservador
952,2026-03-13 04:46:04.167423,PE,Recife,Larissa,Tenis Zallur Comfort A6,A5-AZU,Azul,1,170,78,Pix,João Costa,252.139.791-99,52,conservador
86,2026-03-13 05:46:04.154422,PR,Curitiba,Juliana,Tenis Zallur Zoom A15,A14-PRE,Preto,1,230,80,Cartão de Crédito,Fernanda Santos,411.247.725-75,56,conservador
1314,2026-03-13 05:46:04.171411,BA,Salvador,Rafael,Tenis Zallur Lifestyle A8,A7-VER,Vermelho,1,190,78,Boleto,João Costa,427.858.382-73,51,conservador
2879,2026-03-13 05:46:04.193428,PR,Curitiba,Bruno,Tenis Zallur Running A3,A2-AZU,Azul,1,250,116,Cartão de Crédito,Fernanda Oliveira,778.207.642-11,65,conservador
1170,2026-03-13 06:46:04.169418,SP,São Paulo,Amanda,Tenis Zallur Air A14,A13-BRA,Branco,1,270,97,Cartão de Crédito,Mariana Santos,492.406.670-45,45,conservador
1896,2026-03-13 06:46:04.180413,RJ,Rio de Janeiro,Carlos,Tenis Zallur Zoom A15,A14-AZU,Azul,1,230,73,Cartão de Crédito,Ana Souza,886.164.503-46,38,equilibrado
2923,2026-03-13 06:46:04.194423,RJ,Rio de Janeiro,Carlos,Tenis Zallur Running A3,A2-PRE,Preto,1,250,80,Pix,Carlos Santos,448.936.920-92,58,conservador
375,2026-03-13 07:46:04.159418,MG,Belo Horizonte,Mariana,Tenis Zallur Comfort A6,A5-VER,Vermelho,1,170,62,Cartão de Crédito,Lucas Santos,128.582.311-74,32,equilibrado
1516,2026-03-13 07:46:04.174413,PE,Recife,Larissa,Tenis Zallur Elite A11,A10-BRA,Branco,2,700,286,Boleto,Ana Souza,630.132.653-93,23,impulsivo
1578,2026-03-13 07:46:04.176421,BA,Salvador,Camila,Tenis Zallur Street A4,A3-VER,Vermelho,1,180,56,Cartão de Crédito,Ana Oliveira,112.339.646-65,52,conservador
1589,2026-03-13 07:46:04.176421,BA,Salvador,Rafael,Tenis Zallur Running A3,A2-VER,Vermelho,1,250,103,Cartão de Crédito,Carlos Santos,986.193.990-15,65,conservador
2493,2026-03-13 07:46:04.187423,MG,Belo Horizonte,João,Tenis Zallur Esportivo A2,A1-VER,Vermelho,1,200,66,Boleto,Julia Pereira,138.951.743-44,59,conservador
2459,2026-03-13 07:46:04.187423,RS,Porto Alegre,Patrícia,Tenis Zallur Esportivo A2,A1-VER,Vermelho,1,200,66,Boleto,Carlos Souza,121.222.583-12,58,conservador
2664,2026-03-13 07:46:04.189408,RJ,Rio de Janeiro,Carlos,Tenis Zallur Casual A1,A0-PRE,Preto,1,150,66,Boleto,Lucas Souza,217.996.652-12,62,conservador
96,2026-03-13 08:46:04.154422,RS,Porto Alegre,Lucas,Tenis Zallur Classic A5,A4-VER,Vermelho,1,220,89,Boleto,Carlos Santos,756.476.628-26,42,conservador
139,2026-03-13 08:46:04.155423,RS,Porto Alegre,Lucas,Tenis Zallur Running A3,A2-AZU,Azul,1,250,116,Cartão de Crédito,Lucas Souza,963.271.326-98,20,impulsivo
494,2026-03-13 08:46:04.161419,BA,Salvador,Rafael,Tenis Zallur Flex A9,A8-PRE,Preto,1,210,78,Pix,Lucas Silva,179.306.294-50,63,conservador
934,2026-03-13 08:46:04.167423,PE,Recife,Larissa,Tenis Zallur Elite A11,A10-AZU,Azul,2,700,308,Cartão de Crédito,Mariana Santos,928.907.468-33,29,equilibrado
979,2026-03-13 08:46:04.167423,PE,Recife,Diego,Tenis Zallur Elite A11,A10-VER,Vermelho,1,350,109,Pix,Ana Costa,959.910.893-23,59,conservador
1231,2026-03-13 08:46:04.170425,PE,Recife,Diego,Tenis Zallur Pro A10,A9-VER,Vermelho,2,560,198,Boleto,Pedro Pereira,984.969.811-24,29,equilibrado
1922,2026-03-13 08:46:04.180413,MG,Belo Horizonte,João,Tenis Zallur Performance A7,A6-PRE,Preto,1,300,120,Cartão de Crédito,Lucas Pereira,231.567.751-20,61,conservador
2068,2026-03-13 08:46:04.182411,SP,São Paulo,Thales,Tenis Zallur Comfort A6,A5-AZU,Azul,2,340,156,Cartão de Crédito,Fernanda Silva,625.183.967-32,39,equilibrado
2303,2026-03-13 08:46:04.185422,RS,Porto Alegre,Patrícia,Tenis Zallur Casual A1,A0-CIN,Cinza,1,150,64,Pix,João Costa,682.451.813-44,54,conservador
970,2026-03-13 10:46:04.167423,PR,Curitiba,Juliana,Tenis Zallur Pro A10,A9-AZU,Azul,1,280,85,Pix,Carlos Pereira,597.926.114-14,64,conservador
1259,2026-03-13 10:46:04.170425,SP,São Paulo,Thales,Tenis Zallur Esportivo A2,A1-PRE,Preto,1,200,90,Pix,João Oliveira,341.282.873-23,60,conservador
124,2026-03-13 11:46:04.154422,SP,São Paulo,Amanda,Tenis Zallur Flex A9,A8-VER,Vermelho,1,210,71,Boleto,Pedro Silva,421.519.777-72,33,equilibrado
62,2026-03-13 11:46:04.154422,PE,Recife,Diego,Tenis Zallur Running A3,A2-CIN,Cinza,2,500,166,Pix,Pedro Santos,327.225.795-80,29,equilibrado
344,2026-03-13 11:46:04.159418,RS,Porto Alegre,Patrícia,Tenis Zallur Max A12,A11-CIN,Cinza,1,320,106,Boleto,Mariana Silva,198.596.689-20,64,conservador
2050,2026-03-13 11:46:04.182411,RS,Porto Alegre,Lucas,Tenis Zallur Comfort A6,A5-AZU,Azul,1,170,78,Pix,Carlos Costa,752.879.898-92,27,equilibrado
2051,2026-03-13 11:46:04.182411,RS,Porto Alegre,Lucas,Tenis Zallur Lifestyle A8,A7-PRE,Preto,1,190,62,Pix,Lucas Costa,552.997.497-48,61,conservador
2140,2026-03-13 11:46:04.183417,BA,Salvador,Camila,Tenis Zallur Performance A7,A6-PRE,Preto,1,300,120,Pix,Julia Oliveira,308.149.307-31,56,conservador
67,2026-03-13 12:46:04.154422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Classic A5,A4-BRA,Branco,1,220,76,Cartão de Crédito,Ana Silva,287.636.185-38,64,conservador
953,2026-03-13 12:46:04.167423,MG,Belo Horizonte,João,Tenis Zallur Pro A10,A9-VER,Vermelho,1,280,99,Cartão de Crédito,Lucas Silva,138.349.998-50,58,conservador
2509,2026-03-13 12:46:04.187423,MG,Belo Horizonte,João,Tenis Zallur Zoom A15,A14-PRE,Preto,1,230,80,Cartão de Crédito,Carlos Silva,285.623.512-55,49,conservador
2788,2026-03-13 12:46:04.192414,RS,Porto Alegre,Patrícia,Tenis Zallur Air A14,A13-BRA,Branco,1,270,97,Pix,Carlos Santos,533.462.140-76,43,conservador
1,2026-03-13 13:46:04.153423,BA,Salvador,Rafael,Tenis Zallur Lifestyle A8,A7-AZU,Azul,1,190,80,Boleto,Julia Costa,780.984.259-49,24,impulsivo
1755,2026-03-13 13:46:04.178412,SP,São Paulo,Amanda,Tenis Zallur Performance A7,A6-AZU,Azul,1,300,122,Boleto,Lucas Souza,564.914.409-28,46,conservador
1983,2026-03-13 13:46:04.181412,SP,São Paulo,Thales,Tenis Zallur Flex A9,A8-CIN,Cinza,1,210,69,Pix,Carlos Oliveira,941.702.356-78,58,conservador
2181,2026-03-13 13:46:04.184422,RS,Porto Alegre,Lucas,Tenis Zallur Air A14,A13-BRA,Branco,2,540,194,Pix,Julia Pereira,544.796.240-76,34,equilibrado
1852,2026-03-13 14:46:04.179412,SP,São Paulo,Amanda,Tenis Zallur Air A14,A13-PRE,Preto,1,270,86,Boleto,Lucas Pereira,283.380.375-42,42,conservador
2071,2026-03-13 14:46:04.182411,PE,Recife,Diego,Tenis Zallur Street A4,A3-PRE,Preto,1,180,81,Cartão de Crédito,Julia Souza,640.382.589-27,60,conservador
2135,2026-03-13 14:46:04.183417,RJ,Rio de Janeiro,Carlos,Tenis Zallur Max A12,A11-BRA,Branco,1,320,119,Cartão de Crédito,Julia Pereira,961.146.864-19,62,conservador
2474,2026-03-13 14:46:04.187423,RJ,Rio de Janeiro,Carlos,Tenis Zallur Air A14,A13-PRE,Preto,2,540,172,Cartão de Crédito,Mariana Pereira,633.975.822-28,20,impulsivo
278,2026-03-13 15:46:04.157415,SP,São Paulo,Amanda,Tenis Zallur Performance A7,A6-VER,Vermelho,1,300,95,Cartão de Crédito,Lucas Costa,432.562.136-45,60,conservador
1492,2026-03-13 15:46:04.173425,RJ,Rio de Janeiro,Carlos,Tenis Zallur Ultra A13,A12-PRE,Preto,1,400,145,Pix,Carlos Pereira,420.285.193-15,46,conservador
2029,2026-03-13 15:46:04.182411,RS,Porto Alegre,Patrícia,Tenis Zallur Ultra A13,A12-CIN,Cinza,1,400,160,Cartão de Crédito,Pedro Oliveira,929.569.824-78,52,conservador
2027,2026-03-13 15:46:04.182411,SP,São Paulo,Thales,Tenis Zallur Casual A1,A0-CIN,Cinza,1,150,64,Pix,Ana Oliveira,943.569.968-35,37,equilibrado
277,2026-03-13 16:46:04.157415,BA,Salvador,Rafael,Tenis Zallur Max A12,A11-BRA,Branco,1,320,119,Boleto,Carlos Pereira,931.266.803-10,21,impulsivo
274,2026-03-13 16:46:04.157415,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Air A14,A13-PRE,Preto,1,270,86,Boleto,João Oliveira,389.728.442-32,61,conservador
1334,2026-03-13 16:46:04.171411,MG,Belo Horizonte,Mariana,Tenis Zallur Pro A10,A9-AZU,Azul,1,280,85,Cartão de Crédito,Ana Santos,512.796.745-35,46,conservador
1625,2026-03-13 16:46:04.176421,RJ,Rio de Janeiro,Carlos,Tenis Zallur Performance A7,A6-CIN,Cinza,2,600,198,Pix,João Silva,986.475.321-39,25,equilibrado
2217,2026-03-13 16:46:04.184422,MG,Belo Horizonte,Mariana,Tenis Zallur Classic A5,A4-PRE,Preto,1,220,71,Cartão de Crédito,Fernanda Santos,935.372.153-92,27,equilibrado
2649,2026-03-13 16:46:04.189408,SP,São Paulo,Amanda,Tenis Zallur Zoom A15,A14-AZU,Azul,1,230,73,Boleto,Mariana Santos,967.162.135-97,62,conservador
120,2026-03-13 17:46:04.154422,RS,Porto Alegre,Patrícia,Tenis Zallur Ultra A13,A12-CIN,Cinza,1,400,160,Cartão de Crédito,Ana Oliveira,115.681.760-84,50,conservador
1373,2026-03-13 17:46:04.171411,MG,Belo Horizonte,Mariana,Tenis Zallur Max A12,A11-CIN,Cinza,2,640,212,Boleto,Mariana Souza,477.391.249-96,31,equilibrado
1725,2026-03-13 17:46:04.178412,PR,Curitiba,Bruno,Tenis Zallur Zoom A15,A14-AZU,Azul,3,690,219,Boleto,Lucas Souza,470.192.454-89,24,impulsivo
1808,2026-03-13 17:46:04.179412,BA,Salvador,Rafael,Tenis Zallur Running A3,A2-CIN,Cinza,2,500,166,Cartão de Crédito,Julia Souza,886.215.398-92,26,equilibrado
2004,2026-03-13 17:46:04.181412,RS,Porto Alegre,Lucas,Tenis Zallur Classic A5,A4-PRE,Preto,1,220,71,Cartão de Crédito,Mariana Souza,666.537.236-46,35,equilibrado
2165,2026-03-13 17:46:04.183417,BA,Salvador,Camila,Tenis Zallur Ultra A13,A12-BRA,Branco,1,400,151,Cartão de Crédito,Mariana Costa,402.258.936-54,43,conservador
